user_id,recency,frequency,monetary,cluster
000cfab4-7fe4-40d6-a403-16bbd9762f7a,233.0,3,1218.87,3
000d005f-7e56-408a-b47f-53dfae9a6cd0,423.0,6,3782.49,1
000d5842-e417-4186-b750-d787394cab48,2408.0,1,399.9,2
000e29e2-282c-46ae-940e-6e6b60d2b110,100.0,8,10502.17,0
000e2dea-9a29-4aca-b8fb-afa75a0526e2,59.0,7,10365.59,0
000e463e-e8b3-4f14-830b-e82b0dbd4ebe,146.0,4,4438.64,1
000e585a-4443-4440-b411-8fc3bf2feaa9,66.0,8,6823.04,0
000e767f-ce50-42c4-9aeb-b89065a20e6e,52.0,3,2135.63,3
000eb648-7849-4a61-bfa8-03e70130ab0d,516.0,2,2142.11,3
000eb68d-8bc8-449b-a07c-9f7720efc16b,135.0,1,79.54,3
000ec7a6-ce44-4296-9e80-b744f260ed4f,47.0,2,3756.37,3
000ee42c-c46b-4ce8-ab00-9b09be0a9b27,827.0,2,1018.58,3
000ef8bb-bc1a-47fa-8bb0-13db9f0c7865,26.0,4,8336.4,1
000f387b-284c-40fe-b73a-e3f7bb0904e8,15.0,5,3403.85,1
000f6b2a-d5ef-4f24-b380-ffc385a406f7,1078.0,1,152.07,2
000f8f4d-2c1e-46bc-ab44-e8c28b012de1,561.0,1,1764.0,3
000f9516-89d2-404e-81ac-281e5bfbc246,394.0,2,1265.49,3
000f9e1b-e426-4371-bb80-90bdaa41fba3,416.0,2,1278.19,3
000fa404-11d2-4e3c-9b38-d130ee4be3d2,172.0,1,186.8,3
000fd8d7-7d6b-468a-a57e-9c6592d46193,9.0,6,3928.71,1
0010017a-15be-49d9-a244-b02ea7d8b43c,208.0,7,3175.23,1
00102d69-031f-4a36-861d-637f3a6f42f7,554.0,1,346.05,3
001079eb-d214-40b2-bff7-e551c1eeddf6,502.0,3,3871.05,1
001084ba-7787-4bb2-9e47-8418f4077c6d,24.0,4,5993.06,1
0010933e-eae2-482e-ad7c-f9e732b5169d,69.0,3,5168.58,1
0010a676-37e0-4eef-9c9e-70d6f4a052e4,52.0,2,2891.72,3
0010b862-f9a1-48a4-8fd6-a7d6df8f17e0,10.0,3,7085.63,1
0010f5bc-d51c-4624-a2e4-bdf22a5e6b23,229.0,1,1386.56,3
00111e1b-45c5-487b-891a-f0990e3b13d8,601.0,2,1244.57,3
001125d6-22cd-4ec7-8964-58a881573430,27.0,4,3611.38,1
00113b7e-f6f5-4efd-a804-977f9e239ce5,278.0,5,4859.61,1
00114b17-9aa9-4b5a-a5b1-360081555f22,30.0,4,3028.95,1
001153d6-8a3e-40da-9ef0-1fbb97273af9,785.0,2,2473.58,3
001166f5-52a9-4875-a768-71da040f9599,39.0,4,3140.29,1
00118392-8a82-4a63-9323-05e21f225f6d,958.0,2,1714.58,3
00118fba-2246-4a98-9134-7b4c3b0bf21a,486.0,2,1770.41,3
0011ea69-148b-403a-b057-69a195e3bb4c,340.0,3,2110.2,3
00121b11-659d-4c3a-9e45-c7d94580056c,632.0,3,2276.91,3
00128b6b-0d27-4a6a-a2e1-b48e3bfc0fec,146.0,4,2234.38,1
00129df2-4432-4515-b408-468ec304d646,160.0,3,1513.22,3
0012ae53-12ea-4c1e-a6be-859b9d9e8710,25.0,4,4422.44,1
0012d2d4-eca9-4059-a6ba-5fb2f9a2c1e9,575.0,3,2231.37,3
0012ff25-670c-4d72-b07b-5765bc287a1c,1685.0,3,1309.36,2
00135a17-47c9-47f2-acb0-acb5e8d3c966,156.0,4,715.53,3
0013822d-d285-4b4d-b4f2-c3f6e2dc90e3,21.0,5,7525.65,0
0013e3c9-cbed-4bb5-9bec-9a77ad526773,526.0,2,1648.32,3
00141424-707a-4047-8b8c-1f70afb591bd,328.0,5,2082.01,1
00141ca9-87d2-4187-93db-9e64d75bc5ab,374.0,3,3726.66,1
0014e76a-5138-4757-b178-416e7f0c7d88,100.0,4,6329.1,1
001561ce-745e-4423-9b5e-af977b93da31,18.0,9,7454.03,0
0015b2f6-5089-4136-9f2a-31b2cfc1fae6,376.0,4,2898.28,1
0015d11e-9525-4cda-8951-027236ef9608,451.0,4,3587.11,1
0015e354-1677-4fa2-9ed5-d59967c11f33,490.0,1,674.2,3
00165448-619f-4913-855c-15622c5be5b0,273.0,6,4892.59,1
00165773-1a2c-4917-90ca-99bdbdf0b8b3,60.0,4,3753.61,1
00168b70-d6c4-48cc-82df-77e1784ff9cd,11.0,5,1262.19,1
00168f39-819b-4745-a3e4-e32b1d1d96a9,387.0,7,6720.55,0
0016cce3-06af-4553-9c09-591df2cd40cb,327.0,6,4501.73,1
0016fcaf-bd6a-4ed1-969a-9d09c6299cb0,32.0,6,9622.2,0
00172e72-b5f7-4cbe-9128-c6d33e939adb,389.0,4,3215.64,1
00172fcf-7811-4fda-930f-9ebc4a02c475,346.0,1,413.22,3
0017a6de-9f96-4cd5-9ad2-2152d44cf03f,16.0,4,8268.83,1
0017d165-82f6-4902-8128-2d6dd6020ee0,617.0,4,2762.68,1
0017d592-6e8c-4a88-a9ae-2f4052c252d3,788.0,4,2293.16,3
00181494-0e02-4162-931e-8455502f790f,33.0,5,5144.35,1
00182894-660d-455e-b931-6eef44327d01,146.0,4,3136.91,1
00182958-0a5b-4018-a8f0-91563292bce6,179.0,1,1852.27,3
00185ad5-ebf8-46d6-9a14-2753cea2f552,2340.0,1,140.98,2
001873f2-55f4-4606-867a-4a1557c3d977,638.0,3,3127.48,3
0018bc16-b1c3-4629-9f5d-ecbb07de889b,214.0,3,394.27,3
001973fd-5d9a-4a6f-8998-68cb06b3638b,58.0,2,1778.19,3
001987b2-308e-4b0e-b8d3-6fd7e84d8c07,393.0,5,4461.0,1
001a4974-b84f-4aae-9889-ac3f21f80f1f,36.0,3,766.7,3
001b8bf2-6f0d-4d62-ae0a-fcf7c452b272,19.0,4,2740.27,1
001b92bc-993e-456e-8d1f-4f236108a957,169.0,4,5087.58,1
001be653-44b9-47fd-8002-87047757b03a,242.0,8,6417.54,0
001c3af0-aa56-4dc0-a66a-8a212ece8292,356.0,3,1787.79,3
001c757e-4f97-4c40-8a69-2d3810f64f05,75.0,4,1366.29,1
001c78b5-0dba-4862-b79e-347743d65c60,269.0,5,1979.39,1
001dbc1b-3bc1-4346-b85e-1f65bbcb58b9,679.0,1,64.32,3
001dd931-2d27-43dd-9df5-7b25b7f03a51,496.0,2,878.64,3
001ddaaa-5a15-47c7-b3c0-e065eeb666de,576.0,2,1750.65,3
001e469d-8fdd-4f30-90a9-58e91bf27d8c,1571.0,1,413.12,2
001e9288-b0f7-4113-ba59-a02d7dad1579,198.0,5,918.1,1
001f1ae9-7043-4efe-81d5-63866563cb4c,89.0,5,6360.0,1
001f3640-0028-4f91-80e0-a98323e5cd98,738.0,2,1529.87,3
001f9b1d-17bc-400b-b51f-e2717cec7d76,138.0,4,4617.1,1
001fca1f-720f-4499-a22e-c8c7764b464a,498.0,2,3485.55,3
0020b864-ced2-4be6-b7e1-7e27982b9673,132.0,6,1604.4,1
0020cd5a-5f3a-49de-a02d-a629b9218e1c,2542.0,1,858.61,2
0020ddc9-a4d6-48a0-8843-259a77ec2855,757.0,3,1082.06,3
0020e2d6-cc77-4783-b0cf-d199a1c141dd,1096.0,3,4325.44,2
0020f6fc-8639-4fcc-9b08-3ed32b4eb37d,34.0,5,6706.99,1
0020fe58-79cd-48f8-bb61-63ce90eed329,55.0,3,1339.74,3
002147ee-03a4-47be-81c8-b3b2030459f8,186.0,3,2423.38,3
002186f6-8133-49b2-8e86-89e512ff4ca4,179.0,6,5609.86,1
00218a84-8bb5-47f9-b00b-02af76bd3114,733.0,1,1046.05,3
0021aa70-027d-4644-bb22-c1bec3e84f5d,165.0,4,4453.96,1
0021c197-e988-40c5-8376-45f90083090a,615.0,2,2419.65,3
0021f568-4f7a-4c28-9aef-00a664745c5c,25.0,4,1962.91,1
00225e25-846b-414b-bc23-3dd79c2ea4a5,10.0,1,493.07,3
00230dd5-205e-4381-82a9-1af6ab1fde78,250.0,2,1686.92,3
002326a5-8206-4a66-9b07-afafbe8aa1d9,69.0,5,1008.12,1
0023e817-fe5b-4c26-adba-8fc09820f912,27.0,2,161.41,3
00240e0c-524e-4240-b12b-eff742827636,418.0,5,4652.36,1
002455e7-2942-4522-b1b2-7ebc11ae5a4e,44.0,3,3483.72,1
0024a045-e5b4-4e49-8461-c24e2b92f915,138.0,6,5925.34,1
0024a96c-69a8-4c89-85c7-138e21a3169f,31.0,5,2986.06,1
0024c7f8-d1cb-4281-b71f-c908b060f53f,410.0,4,3096.03,1
0024ff11-ce29-4d00-9296-4acfaa9c36cb,242.0,3,1463.5,3
002524cd-1197-4c61-ac43-9037677c1f7b,51.0,4,2574.5,1
0025ebc5-592d-43c5-b027-4fdf93a173eb,52.0,2,1879.43,3
00261591-df7b-42aa-b20f-94e67c14d2ac,544.0,1,296.89,3
0026424d-ab3b-4b59-a6a9-184f43841957,824.0,2,2969.53,3
00268caf-4d74-4615-be83-9c4a03ad3c84,374.0,7,3806.19,1
002695ca-e7ae-4e39-a5b2-2de8e93dc0b7,100.0,5,3300.07,1
0026d2b4-236a-4f30-9e06-3ee50793d745,413.0,2,1508.27,3
0026f1fb-3404-4a80-b934-43a6cf9d6e2d,246.0,4,6030.82,1
0027a021-0224-4553-9f49-947ccefe76ae,144.0,4,3582.78,1
0027a331-a8ae-40b9-a240-a14843f0a45c,354.0,5,6335.59,1
00280b14-d3e1-4755-85d7-3ae6bff14a1d,119.0,7,3642.06,1
00281a2e-0fdd-4505-a032-82b38ef610fb,1402.0,2,1150.13,2
00289d2d-1826-4ce7-bfab-6e2ecf18ede8,21.0,2,2011.82,3
00292ed1-da49-4347-b8f7-80a74f6eab47,108.0,4,3555.93,1
002930da-7a16-4f1c-8b3b-c627ce1922ab,206.0,3,2583.7,3
002950c0-1f92-4f30-bf86-15eb4a2a0b67,166.0,5,3095.2,1
00295f93-3558-4f93-bcc4-edcde2f149ea,251.0,5,2074.58,1
002975e8-2907-4867-96ec-dfb23df9bacc,235.0,6,8063.94,0
0029913b-f407-46cc-8752-6c26f58b66c6,236.0,3,1947.06,3
0029a9f9-7ec6-4bbc-b53d-00f1f4ed536b,520.0,3,1898.15,3
002a163a-8db3-4fe6-906b-df2ccf096f34,60.0,4,5724.26,1
002a17b4-92ef-4a8d-b1c7-9ae628e84806,10.0,4,4454.65,1
002a26a4-8b32-41d8-9762-e01a15a8b2fc,269.0,8,10180.86,0
002a888a-6ea7-4dd3-aed4-c3493601ee2a,101.0,1,107.83,3
002aa95d-f72d-463c-b9ed-101c41b90681,52.0,3,5176.94,1
002aaffe-806a-4ee2-8cea-2c5a8bddb77f,143.0,4,1129.76,3
002aeda1-ac88-4cde-9282-0126e6f61975,23.0,3,2604.22,3
002b2fea-f6d0-4e8e-ab8f-7cc25de25d72,173.0,5,3536.69,1
002b88d7-5288-4619-863c-f8852055fe51,272.0,2,3103.81,3
002bc53e-cbd4-4dd6-8dbf-ff3f2deebbec,398.0,2,2764.55,3
002bdefb-a737-4807-9a8d-fd421c771a2d,121.0,6,2518.56,1
002c0465-6d37-41d8-b536-f57862dbce77,51.0,6,7451.39,0
002c2ebd-b452-4267-b3a3-1d9ee71b4dba,324.0,5,9502.82,0
002c54f6-f62c-4a9f-be90-edf61092dce2,115.0,2,685.07,3
002c6685-e671-40f2-a87b-78f1487bbfcb,722.0,1,261.54,3
002c90c7-abbd-4037-8ea9-ba60080ce175,257.0,4,1157.36,3
002c9cf8-ca4a-475e-be1c-d1c7571c53f7,173.0,4,1128.82,3
002cb906-4e65-4a7c-840f-86507325f472,67.0,3,4665.48,1
002cbf35-f028-4d9c-b0b4-107dea5a6161,528.0,2,643.2,3
002d4bc5-092d-41af-a6f3-c9f68bbc5ec1,506.0,6,4350.28,1
002da304-c730-49ef-8b28-07c7730dc36d,398.0,1,157.93,3
002dc2e2-278d-48f0-9196-381f9d63b0f4,1123.0,1,1998.38,2
002dd90c-ff26-4762-9eb5-8e97fbeb9f90,948.0,2,1374.57,3
002ddddf-1c50-47c4-aa4b-683ddbb0bd11,213.0,7,7511.01,0
002de329-e4a9-4288-9525-c4fdcab5def9,68.0,4,6418.85,1
002df785-1700-4b80-bda3-ba75f69c1d51,115.0,5,6486.42,1
002e6286-a5e2-46e3-9c7d-6d2cc6d3585c,164.0,6,4313.2,1
002eae8d-a525-4f83-a65f-c2d1667a3d2e,214.0,3,1492.4,3
002ece00-6faf-473d-8e65-89b889761f62,411.0,2,3231.96,3
002edaa9-e363-49a5-acfc-5f74d0208592,1581.0,2,1915.99,2
002f0767-6b03-407a-b48e-c253d1d50eba,402.0,2,2574.0,3
002fb041-279a-493a-becf-40ab8c78ee23,94.0,3,1917.58,3
002fc955-35ac-428f-90f4-7baa3e530f2e,1125.0,2,3396.94,2
002fd022-c855-4131-a1fb-b6113c5ff97c,434.0,5,5409.7,1
00301307-7ccc-42c2-845e-12470a92f928,597.0,1,2692.34,3
00305661-8fc7-4564-8a5a-380366bb0d06,418.0,2,4770.31,3
0030984a-fc87-46e8-8776-e56d538f60dd,408.0,2,1485.94,3
0030a4f6-1b84-4719-b11a-3f626970c9ba,345.0,3,4105.47,1
0030c3dd-442c-4642-8cee-99e458a69647,597.0,5,8592.39,0
0031f2ca-2e70-404b-9e20-7f7354ac08d5,34.0,5,2574.39,1
0032065a-f32a-4d99-9ca8-1d3515d78d1d,446.0,2,1594.69,3
00321d39-efe5-495c-be0f-f488241dd8e8,332.0,2,2357.2,3
003304cd-933b-4477-867a-72c6b52a96d3,60.0,6,8448.1,0
00332fff-6923-42b0-8d84-738e803cd746,131.0,3,535.94,3
0033467c-f666-438b-8435-fc1298ac50aa,881.0,2,4847.13,3
0033b878-b063-49b6-8bd4-c4beb400e54e,29.0,4,2322.32,1
0033d08c-74dc-4c68-9b1f-82bf517e02c0,455.0,5,2390.3,1
0033da0d-1b68-4d6f-9cac-f2314bce2666,1172.0,1,1257.11,2
00345be9-7c9d-42ae-8128-3984c5235ff2,11.0,11,8787.66,0
00347c31-68c2-4e06-a521-01a82fefaaf1,317.0,3,6607.42,1
003499d5-c98f-4e6e-9a9e-1fcf959cccc7,48.0,2,7718.78,1
0035879f-dea9-4022-914e-92c94764f9fd,350.0,2,1448.39,3
0035b69c-f0a7-4417-8f42-fecd00757fc9,404.0,3,3947.11,1
0035b7f4-3652-42a8-a154-d413f2ab6ee1,733.0,1,1941.63,3
0035d806-7f6b-4b07-973f-a693093ddc1a,753.0,5,3378.47,1
00361f51-b00e-448e-8753-9e032398f1d5,77.0,8,8988.66,0
00363c14-b87e-4d9b-8860-c286005617d8,975.0,3,1274.62,3
0036694d-d0a0-476e-b126-78053d01fcdf,179.0,3,3315.72,1
00367332-0b5e-4156-8ecc-747d1707c487,52.0,2,1130.27,3
0036bdc1-9753-4f30-bc73-681f3d9aac82,1271.0,2,1814.63,2
0036d28f-77a4-49cf-85b5-6b87fd7ad3a9,1072.0,1,563.6,2
00375b85-17bd-4527-8bc7-55da5a2decfa,138.0,1,939.09,3
00376a47-48ec-4d50-acc0-541f616f0467,505.0,7,5549.27,0
0037ee0b-59cf-4c74-81e6-5ca9ca7ef282,31.0,5,6056.5,1
00383b2a-968c-4a54-8c43-213e7ecd5572,456.0,2,713.77,3
00388131-359e-449d-a770-23fa2b3c0941,30.0,5,6323.71,1
0038ef49-f2c7-4bd6-b244-11f8b71f324e,430.0,8,7280.29,0
003974cf-e416-481e-86f0-2ac76e0188b4,51.0,2,484.74,3
0039aa06-21ec-43ea-8b83-844f7c8af560,211.0,2,588.09,3
0039ea6d-2e16-4d75-be10-372c4352eead,24.0,2,3510.23,3
0039ef2a-ceda-4767-a328-f1e71e17667d,240.0,3,2430.65,3
003a4d3c-e5c5-4b5a-a0a7-dbdda6561fdf,415.0,3,5125.78,1
003a545d-660e-4422-88b7-03edbd2c5852,1633.0,2,2523.12,2
003a9aa8-af20-4913-9f85-f771e1d79897,174.0,3,1837.27,3
003ab4a5-93b8-44c4-aeff-bdd512cb2fcb,18.0,3,6140.49,1
003bd0ca-5ecb-4d9c-97db-b49b350f6649,423.0,8,6014.97,0
003bdb9f-7fae-4b09-ae17-485da9c28937,242.0,7,9698.59,0
003c1fb3-e89b-436c-9eb6-69562130c2bb,206.0,3,887.31,3
003c32d5-f885-48f5-8dc5-6475a072cc7e,140.0,2,5178.81,1
003c4b02-ff68-4e67-bf2d-fa38083aeede,772.0,2,2864.54,3
003ccd4c-6c5d-4c47-ad54-a4fabc08b556,558.0,3,2075.55,3
003cfbf1-31af-4b08-a0bb-cb2a23682441,73.0,7,5053.31,0
003d34f2-1b5c-4ca0-91d3-37778f1f3e91,265.0,4,1926.26,1
003d695b-e4aa-4646-86ff-b4a46ab3da79,46.0,3,3603.03,1
003daa9d-f94b-48cf-b55e-2a593eabe941,780.0,3,2048.62,3
003dd407-004f-4d04-921d-e03539b091ff,56.0,4,4075.65,1
003deecb-37f6-4eb0-9675-953ad4eb9cdc,659.0,4,4277.47,1
003e058d-ec32-44fa-b6d4-a31172c66977,382.0,1,3397.77,3
003e23ea-5b44-4883-8e5f-ae0b95e543bf,38.0,5,6728.72,1
003ebc34-6b64-4d2a-8c82-90e2f8f7b44b,403.0,6,18207.92,0
003ec722-7282-42b0-9077-26f92b3d9844,1204.0,1,583.32,2
003f64df-6531-4420-889b-aff054ab5af8,288.0,4,5802.2,1
003f7900-93a8-4796-8dc1-191a9a6efd0e,31.0,4,1044.34,3
003f8012-87c3-426f-b549-dd3235f88268,132.0,4,1295.23,3
003fd40d-063c-45d1-963e-de12cc91e291,334.0,2,459.68,3
003fe419-afee-4109-ab41-387489d86cfd,1831.0,1,1276.33,2
00401346-f7fc-4650-b809-7088594d7041,636.0,4,2876.21,1
004072ce-82df-48b4-a9a2-d9b488b51a0e,138.0,1,256.24,3
0040a100-16ae-4c6b-9093-ec9a9cd93a8c,383.0,1,1257.64,3
0040e170-65ab-45a2-8e9c-c9689ae9426c,53.0,4,3403.28,1
00411022-8bff-447d-aa54-751a3c2dddca,362.0,1,867.66,3
0041392a-143e-4291-aed7-d5b2e6ab399d,149.0,3,2331.05,3
00413a8f-4936-4b7e-9c0c-a45bca40f19d,330.0,5,1702.23,1
0041c8d0-0f24-48fd-b5d9-97fad9bc8101,6.0,13,14131.55,0
004295b7-04e7-4776-8b08-dcbdf0ea454c,223.0,5,5945.0,1
0042a956-156d-4ec8-95cc-000d20553fc7,860.0,2,8064.41,1
0042d751-0a0e-4966-b1ca-41c0eba24bef,232.0,2,248.54,3
004308be-752f-42a9-8b21-6ad7acd3ce0e,33.0,2,1286.07,3
004363c9-ea32-42a3-8cc3-5a868412b543,510.0,3,3146.75,3
00437e45-7aa3-49b0-be8c-b47b03b97567,1417.0,1,356.86,2
0043c0d0-ed2e-4a3d-a754-f331ca399db9,12.0,3,6806.14,1
0043da9f-a114-481c-8762-683f3f7025f3,1768.0,2,1656.37,2
00440dd3-fcaf-4885-953e-ba5a2f3ef124,94.0,3,2460.22,3
00440ef6-c6c2-4e87-814a-ab1bcdad16af,47.0,3,465.99,3
00441a1e-a83b-44d5-b4ea-59d52014beb0,32.0,1,4272.13,3
00450529-93f7-4fe7-a418-428f1102dda8,45.0,4,4642.51,1
00452afb-a22f-48fa-805e-bff2cd7adce9,108.0,5,4245.99,1
00452ca1-e940-4062-a3bd-6e9532f05dff,971.0,1,257.23,2
00453e44-c5db-4827-8650-dd0805b0de34,79.0,9,9077.6,0
004564a6-7c29-4f80-b19a-bb298f524daa,167.0,4,4170.31,1
00457ff9-604c-46f5-8407-ad97ce46e2d3,423.0,3,2688.83,3
00458208-b6db-4f1b-9922-e617a7ea4edc,16.0,5,6102.12,1
0045b39d-78b5-4d89-8945-77ee0ae193d0,380.0,5,6122.85,1
004604ef-fab6-4e98-99f5-ec6d3e0bb8f6,411.0,1,2584.55,3
00466a49-617b-4a33-a753-d93e32ee593b,1368.0,1,184.55,2
0046e365-2f93-40cf-b8a8-88c55103a96f,317.0,3,1926.98,3
00476a41-79e3-4199-b114-5db8187f94cb,1382.0,1,1857.36,2
00485986-5b47-4337-a564-3c10f587e8be,114.0,7,4419.32,1
0048918d-280f-4029-8671-fd5b307e8160,179.0,3,2431.93,3
0048cd80-353c-45ff-b905-79f7dad25d0b,10.0,8,4490.47,0
00492751-0208-4172-886f-68d69cc5741e,397.0,2,1057.17,3
004a18e7-d670-4234-ae4b-b921a09e40ec,1161.0,2,1690.46,2
004a3a2f-d4f4-45cd-8ef6-a93b27e1e632,2489.0,1,2161.19,2
004aad96-baca-4a9c-abbd-406422fe6503,51.0,4,3320.97,1
004b2e67-a80a-4ee8-8707-b8f195510ede,260.0,3,1225.44,3
004b33df-672a-43f9-82a9-effbcb3f3cd2,615.0,2,2149.45,3
004b56e7-602f-4796-b7f6-647c618f0612,513.0,2,2222.82,3
004b733e-2023-40b2-a58e-a1eb1c8d4cd5,122.0,5,7080.78,1
004b86df-abd3-42cb-9ca4-35ba35c30f2c,599.0,2,194.31,3
004c1a07-d06c-4ca0-bed0-84e2b44a2ba6,2209.0,1,249.51,2
004c20c7-8c8a-4b00-988b-d8e5d2c0d0c1,47.0,5,3469.55,1
004d04ff-2889-4393-bfab-95ca69e31bc8,113.0,4,2235.31,1
004d0ad5-8718-4a48-9bd9-8e13e776fe94,40.0,2,1770.92,3
004d4653-56be-4710-a43e-916165fa4c57,145.0,6,4601.2,1
004da9ab-6eab-4628-aa07-b449afd5344d,2417.0,1,1107.47,2
004e474c-0b96-4395-aa7c-7f658644460b,39.0,3,5135.86,1
004e4c37-dc3d-4526-a388-f5e88edf1a37,205.0,8,4928.21,0
004e99c8-95bc-428d-9089-6c91e881b26d,409.0,2,1093.06,3
004e9e56-f88c-4eeb-a92f-62bfb498312e,77.0,5,2736.64,1
004eec14-8215-483a-8f23-06bc494a7d55,969.0,3,2650.86,3
004efe71-0b75-4bb0-9c8e-6fcbea0c77b9,878.0,2,2042.74,3
004f6a1e-ce8a-42e2-b655-a0d5d26dfefa,723.0,3,2980.77,3
004fac3f-09c3-4c8f-a261-1c74dcb6e0d4,557.0,1,243.47,3
0050306c-303e-4ad6-ade0-dd938109a326,422.0,2,1970.39,3
0050cfb6-140b-446b-a912-368ac304af73,1045.0,1,79.74,2
005112de-8038-4ff5-b5da-f04aa83aea32,132.0,3,2104.75,3
00513a9f-e105-49bd-9507-0acf8a5ba4be,166.0,6,4670.85,1
00514cee-4e3a-4a37-9191-f44a25de5dfc,710.0,2,1435.03,3
00517e4b-8486-44cd-ba13-57a522d9fbfe,460.0,5,7078.66,1
0051b819-1f07-4d57-8214-fa4aeb95196d,394.0,3,3813.14,1
00524c39-eb41-42af-9e26-97301b43cdfb,214.0,5,3245.29,1
00524d7a-c1d0-4102-82a5-e7702ff92771,40.0,7,6960.98,0
005299c3-3aec-4da0-b0f5-92177466f625,395.0,3,4290.92,1
0052eb40-4f11-4a2c-9c9c-f3b0f026bc00,468.0,3,3810.44,1
00534733-3fd2-4609-9952-2e7b5c7131cd,171.0,4,2994.46,1
005364f1-b34f-4643-a82a-69b2f23353b8,649.0,2,1011.7,3
00539065-5dbb-4bf3-a8a5-efa8c6db2f8c,49.0,6,7791.12,0
00539072-bcc6-4d87-a5cd-01d641aef1b9,380.0,5,4621.65,1
0053b840-c904-42e1-ba51-902b365a484d,45.0,6,2023.4,1
0053dc7b-f7ea-4de1-ae68-95d46e155c73,1609.0,1,1300.85,2
00547957-97e2-4b2d-884b-6e4fe2028aaf,2233.0,1,1759.57,2
0054a517-ae4a-4b26-aba8-a6d3dc806681,465.0,2,3129.96,3
